AGE_DESC,MARITAL_STATUS_CODE,INCOME_DESC,HOMEOWNER_DESC,HH_COMP_DESC,HOUSEHOLD_SIZE_DESC,KID_CATEGORY_DESC,HOUSEHOLD_KEY
35-44,A,150-174K,Homeowner,2 Adults Kids,3,1,817
45-54,U,35-49K,Unknown,Unknown,1,None/Unknown,818
25-34,A,125-149K,Homeowner,1 Adult Kids,5+,3+,819
45-54,U,50-74K,Unknown,1 Adult Kids,2,1,820
45-54,U,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown,821
25-34,B,125-149K,Homeowner,2 Adults No Kids,2,None/Unknown,822
35-44,A,50-74K,Homeowner,2 Adults Kids,3,1,823
45-54,U,15-24K,Unknown,1 Adult Kids,2,1,824
45-54,A,175-199K,Homeowner,2 Adults No Kids,2,None/Unknown,825
35-44,A,125-149K,Homeowner,2 Adults Kids,4,2,826
35-44,A,Under 15K,Unknown,Single Female,2,None/Unknown,827
45-54,A,Under 15K,Homeowner,2 Adults No Kids,2,None/Unknown,828
35-44,U,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown,829
35-44,U,50-74K,Unknown,1 Adult Kids,3,2,830
45-54,B,50-74K,Homeowner,1 Adult Kids,3,2,831
35-44,U,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown,832
35-44,A,100-124K,Unknown,2 Adults Kids,3,1,833
35-44,U,15-24K,Probable Renter,Single Female,1,None/Unknown,834
45-54,U,50-74K,Homeowner,Unknown,1,None/Unknown,835
35-44,U,50-74K,Homeowner,2 Adults Kids,4,2,836
35-44,A,100-124K,Homeowner,2 Adults Kids,4,2,837
45-54,U,50-74K,Homeowner,Unknown,1,None/Unknown,838
45-54,A,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown,839
35-44,A,75-99K,Homeowner,2 Adults Kids,5+,3+,840
35-44,U,35-49K,Unknown,2 Adults Kids,3,1,841
45-54,U,175-199K,Unknown,Single Female,1,None/Unknown,842
35-44,U,25-34K,Homeowner,Single Male,1,None/Unknown,843
45-54,A,200-249K,Homeowner,2 Adults No Kids,2,None/Unknown,844
19-24,B,50-74K,Homeowner,Single Female,1,None/Unknown,845
25-34,A,35-49K,Homeowner,2 Adults No Kids,2,None/Unknown,846
35-44,U,75-99K,Homeowner,2 Adults Kids,3,1,847
45-54,A,100-124K,Homeowner,Single Female,2,None/Unknown,848
45-54,A,250K+,Homeowner,2 Adults No Kids,2,None/Unknown,849
45-54,U,35-49K,Homeowner,Unknown,1,None/Unknown,850
65+,A,15-24K,Homeowner,2 Adults No Kids,2,None/Unknown,851
25-34,U,35-49K,Unknown,2 Adults Kids,4,2,852
25-34,B,175-199K,Unknown,Single Female,1,None/Unknown,853
45-54,U,50-74K,Homeowner,Unknown,1,None/Unknown,854
35-44,U,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown,855
55-64,B,35-49K,Homeowner,Single Female,1,None/Unknown,856
65+,A,35-49K,Homeowner,1 Adult Kids,3,1,857
45-54,U,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown,858
25-34,U,50-74K,Unknown,Single Female,1,None/Unknown,859
65+,U,125-149K,Homeowner,2 Adults Kids,3,1,860
35-44,B,Under 15K,Homeowner,Single Female,1,None/Unknown,861
45-54,A,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown,862
45-54,U,15-24K,Unknown,Unknown,1,None/Unknown,863
35-44,U,15-24K,Homeowner,Single Female,1,None/Unknown,864
35-44,A,75-99K,Homeowner,2 Adults Kids,5+,3+,865
45-54,U,15-24K,Unknown,1 Adult Kids,2,1,866
45-54,U,75-99K,Homeowner,Unknown,1,None/Unknown,867
65+,A,35-49K,Homeowner,2 Adults No Kids,2,None/Unknown,868
19-24,U,Under 15K,Unknown,Single Female,1,None/Unknown,869
45-54,B,25-34K,Renter,2 Adults Kids,4,2,870
35-44,A,200-249K,Homeowner,2 Adults Kids,3,1,871
25-34,U,35-49K,Unknown,2 Adults No Kids,2,None/Unknown,872
65+,A,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown,873
35-44,A,175-199K,Homeowner,2 Adults No Kids,2,None/Unknown,874
25-34,U,25-34K,Unknown,2 Adults Kids,3,1,875
35-44,U,50-74K,Unknown,Unknown,1,None/Unknown,876
45-54,U,50-74K,Homeowner,1 Adult Kids,5+,3+,877
25-34,U,35-49K,Unknown,1 Adult Kids,3,2,878
35-44,B,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown,879
45-54,A,150-174K,Homeowner,2 Adults Kids,5+,3+,880
45-54,U,35-49K,Unknown,Unknown,1,None/Unknown,881
45-54,U,50-74K,Unknown,2 Adults No Kids,2,None/Unknown,882
35-44,A,35-49K,Homeowner,2 Adults No Kids,2,None/Unknown,883
35-44,U,15-24K,Homeowner,Single Female,1,None/Unknown,884
45-54,U,75-99K,Unknown,Single Female,1,None/Unknown,885
35-44,A,100-124K,Homeowner,2 Adults No Kids,2,None/Unknown,886
45-54,U,25-34K,Homeowner,2 Adults Kids,3,1,887
25-34,U,150-174K,Homeowner,2 Adults Kids,3,1,888
25-34,A,50-74K,Homeowner,2 Adults Kids,4,2,889
35-44,A,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown,890
25-34,A,125-149K,Homeowner,2 Adults Kids,3,1,891
45-54,U,Under 15K,Unknown,Single Male,1,None/Unknown,892
25-34,A,100-124K,Homeowner,2 Adults No Kids,2,None/Unknown,893
65+,B,15-24K,Homeowner,Single Female,1,None/Unknown,894
45-54,U,150-174K,Unknown,Single Male,1,None/Unknown,895
55-64,A,35-49K,Homeowner,2 Adults Kids,4,2,896
35-44,U,125-149K,Homeowner,2 Adults No Kids,2,None/Unknown,897
55-64,A,125-149K,Homeowner,2 Adults No Kids,2,None/Unknown,898
45-54,U,15-24K,Unknown,2 Adults Kids,4,2,899
35-44,A,35-49K,Homeowner,2 Adults No Kids,2,None/Unknown,900
35-44,A,150-174K,Homeowner,2 Adults No Kids,2,None/Unknown,901
25-34,U,50-74K,Unknown,Unknown,5+,3+,902
35-44,U,35-49K,Unknown,Single Male,1,None/Unknown,903
45-54,U,50-74K,Unknown,1 Adult Kids,2,1,904
45-54,A,125-149K,Homeowner,2 Adults Kids,3,1,905
55-64,A,Under 15K,Homeowner,Single Female,2,None/Unknown,906
45-54,U,75-99K,Homeowner,Unknown,1,None/Unknown,907
45-54,A,100-124K,Probable Owner,2 Adults Kids,3,1,908
19-24,U,50-74K,Probable Owner,2 Adults No Kids,2,None/Unknown,909
35-44,U,50-74K,Unknown,Single Female,1,None/Unknown,910
25-34,A,125-149K,Homeowner,2 Adults No Kids,2,None/Unknown,911
25-34,A,100-124K,Homeowner,2 Adults Kids,5+,3+,912
35-44,U,50-74K,Homeowner,Unknown,1,None/Unknown,913
45-54,B,15-24K,Homeowner,2 Adults No Kids,2,None/Unknown,914
45-54,U,15-24K,Unknown,Single Female,1,None/Unknown,915
55-64,A,25-34K,Homeowner,2 Adults No Kids,2,None/Unknown,916
45-54,U,125-149K,Homeowner,1 Adult Kids,5+,3+,917
45-54,A,Under 15K,Homeowner,2 Adults Kids,5+,3+,918
25-34,U,35-49K,Unknown,2 Adults No Kids,2,None/Unknown,919
45-54,A,35-49K,Homeowner,2 Adults Kids,5+,3+,920
65+,A,35-49K,Homeowner,2 Adults No Kids,2,None/Unknown,921
45-54,U,35-49K,Unknown,Unknown,1,None/Unknown,922
65+,U,50-74K,Unknown,Single Male,1,None/Unknown,923
35-44,B,15-24K,Homeowner,2 Adults Kids,5+,3+,924
25-34,A,50-74K,Homeowner,2 Adults Kids,4,2,925
35-44,U,Under 15K,Homeowner,2 Adults No Kids,2,None/Unknown,926
35-44,B,50-74K,Homeowner,Single Female,1,None/Unknown,927
25-34,U,15-24K,Unknown,Single Male,1,None/Unknown,928
45-54,B,25-34K,Renter,1 Adult Kids,2,1,929
65+,U,150-174K,Homeowner,2 Adults No Kids,2,None/Unknown,930
45-54,B,50-74K,Homeowner,Single Female,1,None/Unknown,931
19-24,U,15-24K,Unknown,2 Adults No Kids,2,None/Unknown,932
19-24,B,25-34K,Homeowner,2 Adults No Kids,2,None/Unknown,933
45-54,U,Under 15K,Unknown,Single Female,1,None/Unknown,934
55-64,B,35-49K,Homeowner,2 Adults No Kids,2,None/Unknown,935
45-54,A,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown,936
45-54,A,35-49K,Homeowner,2 Adults No Kids,2,None/Unknown,937
45-54,U,125-149K,Unknown,Single Male,1,None/Unknown,938
45-54,U,75-99K,Homeowner,2 Adults No Kids,2,None/Unknown,939
25-34,U,125-149K,Homeowner,2 Adults Kids,4,2,940
19-24,A,200-249K,Unknown,2 Adults No Kids,2,None/Unknown,941
45-54,U,35-49K,Homeowner,1 Adult Kids,4,3+,942
25-34,B,15-24K,Unknown,Single Male,1,None/Unknown,943
55-64,B,25-34K,Homeowner,Single Male,1,None/Unknown,944
45-54,A,Under 15K,Homeowner,2 Adults Kids,5+,3+,945
19-24,U,Under 15K,Unknown,Single Female,1,None/Unknown,946
65+,B,35-49K,Homeowner,Single Male,1,None/Unknown,947
55-64,U,150-174K,Unknown,Single Female,1,None/Unknown,948
25-34,U,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown,949
25-34,U,35-49K,Unknown,2 Adults Kids,3,1,950
45-54,A,75-99K,Homeowner,2 Adults Kids,5+,3+,951
19-24,A,15-24K,Homeowner,2 Adults No Kids,2,None/Unknown,952
45-54,U,125-149K,Homeowner,2 Adults Kids,4,2,953
35-44,U,75-99K,Homeowner,Single Male,1,None/Unknown,954
19-24,U,Under 15K,Unknown,Single Female,1,None/Unknown,955
45-54,U,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown,956
65+,A,75-99K,Homeowner,Single Female,2,None/Unknown,957
25-34,U,75-99K,Unknown,2 Adults No Kids,2,None/Unknown,958
25-34,A,15-24K,Renter,2 Adults Kids,4,2,959
35-44,A,125-149K,Homeowner,2 Adults Kids,5+,3+,960
25-34,B,25-34K,Unknown,1 Adult Kids,3,2,961
55-64,A,100-124K,Homeowner,2 Adults No Kids,2,None/Unknown,962
45-54,A,Under 15K,Homeowner,2 Adults Kids,4,2,963
35-44,B,150-174K,Homeowner,Single Female,1,None/Unknown,964
35-44,B,150-174K,Homeowner,Single Female,1,None/Unknown,965
25-34,B,35-49K,Homeowner,1 Adult Kids,3,2,966
35-44,U,150-174K,Homeowner,2 Adults No Kids,2,None/Unknown,967
35-44,B,35-49K,Renter,1 Adult Kids,2,1,968
45-54,A,50-74K,Homeowner,2 Adults Kids,3,1,969
65+,A,75-99K,Homeowner,2 Adults No Kids,2,None/Unknown,970
25-34,A,35-49K,Homeowner,2 Adults Kids,3,1,971
35-44,U,Under 15K,Unknown,Unknown,1,None/Unknown,972
35-44,A,50-74K,Homeowner,2 Adults Kids,4,2,973
65+,B,35-49K,Homeowner,2 Adults No Kids,2,None/Unknown,974
45-54,U,15-24K,Unknown,Single Female,1,None/Unknown,975
25-34,A,200-249K,Homeowner,2 Adults Kids,5+,3+,976
45-54,U,50-74K,Unknown,Unknown,1,None/Unknown,977
35-44,U,50-74K,Homeowner,Unknown,1,None/Unknown,978
35-44,B,35-49K,Homeowner,1 Adult Kids,2,1,979
35-44,U,15-24K,Unknown,Single Female,1,None/Unknown,980
45-54,A,25-34K,Homeowner,Single Female,2,None/Unknown,981
45-54,U,35-49K,Unknown,2 Adults Kids,4,2,982
45-54,A,35-49K,Homeowner,2 Adults Kids,3,1,983
25-34,U,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown,984
35-44,A,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown,985
25-34,U,35-49K,Unknown,Single Male,1,None/Unknown,986
35-44,A,75-99K,Homeowner,2 Adults Kids,3,1,987
35-44,U,Under 15K,Unknown,Single Female,1,None/Unknown,988
35-44,A,75-99K,Homeowner,2 Adults No Kids,2,None/Unknown,989
45-54,B,35-49K,Homeowner,2 Adults No Kids,2,None/Unknown,990
65+,U,25-34K,Homeowner,2 Adults No Kids,2,None/Unknown,991
45-54,A,35-49K,Homeowner,2 Adults Kids,3,1,992
55-64,A,50-74K,Homeowner,1 Adult Kids,5+,3+,993
35-44,U,150-174K,Probable Owner,Single Female,1,None/Unknown,994
19-24,B,Under 15K,Renter,1 Adult Kids,4,3+,995
55-64,A,25-34K,Homeowner,2 Adults No Kids,2,None/Unknown,996
45-54,U,75-99K,Homeowner,Single Male,1,None/Unknown,997
35-44,A,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown,998
55-64,A,15-24K,Unknown,Single Female,2,None/Unknown,999
65+,B,15-24K,Homeowner,Single Female,1,None/Unknown,1000
45-54,U,50-74K,Homeowner,Unknown,1,None/Unknown,1001
45-54,A,50-74K,Homeowner,1 Adult Kids,5+,3+,1002
35-44,U,25-34K,Unknown,Single Female,1,None/Unknown,1003
25-34,U,15-24K,Unknown,Single Male,1,None/Unknown,1004
45-54,U,75-99K,Homeowner,2 Adults No Kids,2,None/Unknown,1005
65+,A,Under 15K,Homeowner,2 Adults No Kids,2,None/Unknown,1006
45-54,B,50-74K,Homeowner,Single Female,1,None/Unknown,1007
45-54,A,25-34K,Homeowner,Single Female,2,None/Unknown,1008
25-34,A,100-124K,Homeowner,2 Adults No Kids,2,None/Unknown,1009
45-54,U,75-99K,Homeowner,2 Adults Kids,3,1,1010
45-54,U,35-49K,Homeowner,2 Adults Kids,3,1,1011
35-44,A,35-49K,Unknown,Unknown,5+,3+,1012
65+,A,15-24K,Homeowner,2 Adults No Kids,2,None/Unknown,1013
45-54,A,15-24K,Unknown,2 Adults Kids,4,2,1014
45-54,U,50-74K,Homeowner,Unknown,1,None/Unknown,1015
65+,A,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown,1016
25-34,A,75-99K,Homeowner,2 Adults Kids,3,1,1017
45-54,A,35-49K,Homeowner,2 Adults Kids,5+,3+,1018
35-44,U,75-99K,Unknown,2 Adults No Kids,2,None/Unknown,1019
45-54,A,25-34K,Homeowner,2 Adults No Kids,2,None/Unknown,1020
35-44,A,50-74K,Homeowner,2 Adults Kids,5+,3+,1021
35-44,A,50-74K,Homeowner,2 Adults Kids,5+,3+,1022
35-44,A,150-174K,Homeowner,2 Adults Kids,5+,3+,1023
25-34,A,Under 15K,Homeowner,2 Adults Kids,4,2,1024
65+,A,35-49K,Homeowner,2 Adults No Kids,2,None/Unknown,1025
35-44,A,75-99K,Homeowner,2 Adults No Kids,2,None/Unknown,1026
19-24,A,50-74K,Homeowner,2 Adults Kids,3,1,1027
25-34,A,50-74K,Homeowner,2 Adults Kids,5+,3+,1028
55-64,B,35-49K,Homeowner,2 Adults No Kids,2,None/Unknown,1029
45-54,U,25-34K,Probable Renter,Single Female,1,None/Unknown,1030
35-44,A,75-99K,Homeowner,2 Adults No Kids,2,None/Unknown,1031
35-44,U,15-24K,Probable Renter,Single Female,1,None/Unknown,1032
45-54,U,35-49K,Unknown,Single Male,1,None/Unknown,1033
45-54,U,50-74K,Unknown,Unknown,1,None/Unknown,1034
45-54,U,15-24K,Homeowner,2 Adults No Kids,2,None/Unknown,1035
45-54,A,75-99K,Unknown,Single Female,2,None/Unknown,1036
65+,A,75-99K,Homeowner,2 Adults No Kids,2,None/Unknown,1037
55-64,U,Under 15K,Probable Renter,Single Male,1,None/Unknown,1038
55-64,A,35-49K,Homeowner,Single Male,2,None/Unknown,1039
25-34,B,100-124K,Unknown,Single Male,1,None/Unknown,1040
25-34,U,35-49K,Unknown,Single Male,1,None/Unknown,1041
25-34,U,75-99K,Homeowner,2 Adults No Kids,2,None/Unknown,1042
25-34,B,100-124K,Unknown,Single Male,1,None/Unknown,1043
19-24,A,35-49K,Renter,2 Adults Kids,3,1,1044
25-34,A,Under 15K,Homeowner,Single Male,2,None/Unknown,1045
45-54,U,15-24K,Unknown,2 Adults No Kids,2,None/Unknown,1046
45-54,U,50-74K,Unknown,Unknown,1,None/Unknown,1047
45-54,U,35-49K,Homeowner,1 Adult Kids,4,3+,1048
45-54,U,150-174K,Unknown,Single Male,1,None/Unknown,1049
45-54,U,25-34K,Unknown,2 Adults No Kids,2,None/Unknown,1050
65+,A,75-99K,Homeowner,2 Adults No Kids,2,None/Unknown,1051
25-34,U,25-34K,Homeowner,1 Adult Kids,5+,3+,1052
55-64,A,100-124K,Homeowner,2 Adults No Kids,2,None/Unknown,1053
19-24,B,Under 15K,Renter,1 Adult Kids,2,1,1054
35-44,U,50-74K,Homeowner,Single Male,1,None/Unknown,1055
45-54,U,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown,1056
35-44,U,50-74K,Unknown,Single Male,1,None/Unknown,1057
45-54,U,150-174K,Unknown,Single Male,1,None/Unknown,1058
55-64,U,75-99K,Homeowner,Single Female,1,None/Unknown,1059
35-44,B,35-49K,Renter,2 Adults No Kids,2,None/Unknown,1060
45-54,A,25-34K,Renter,Single Male,2,None/Unknown,1061
65+,U,15-24K,Homeowner,2 Adults No Kids,2,None/Unknown,1062
45-54,U,50-74K,Homeowner,Unknown,1,None/Unknown,1063
35-44,A,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown,1064
35-44,A,150-174K,Homeowner,2 Adults Kids,5+,3+,1065
35-44,U,25-34K,Unknown,2 Adults No Kids,2,None/Unknown,1066
65+,B,35-49K,Homeowner,Single Male,1,None/Unknown,1067
65+,A,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown,1068
25-34,U,35-49K,Unknown,2 Adults No Kids,2,None/Unknown,1069
35-44,U,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown,1070
19-24,U,Under 15K,Unknown,Single Female,1,None/Unknown,1071
45-54,A,35-49K,Homeowner,2 Adults No Kids,2,None/Unknown,1072
45-54,A,75-99K,Homeowner,2 Adults No Kids,2,None/Unknown,1073
45-54,A,35-49K,Homeowner,2 Adults Kids,4,2,1074
55-64,A,75-99K,Homeowner,2 Adults No Kids,2,None/Unknown,1075
25-34,B,35-49K,Homeowner,2 Adults No Kids,2,None/Unknown,1076
25-34,B,Under 15K,Probable Renter,Single Male,1,None/Unknown,1077
35-44,A,35-49K,Unknown,Unknown,5+,3+,1078
65+,B,35-49K,Homeowner,Single Male,1,None/Unknown,1079
35-44,A,Under 15K,Homeowner,2 Adults Kids,3,1,1080
55-64,A,75-99K,Homeowner,2 Adults No Kids,2,None/Unknown,1081
45-54,U,35-49K,Unknown,Single Male,1,None/Unknown,1082
35-44,A,125-149K,Homeowner,2 Adults Kids,5+,3+,1083
25-34,U,35-49K,Unknown,2 Adults Kids,3,1,1084
35-44,A,125-149K,Homeowner,2 Adults Kids,5+,3+,1085
19-24,U,75-99K,Homeowner,2 Adults No Kids,2,None/Unknown,1086
25-34,U,50-74K,Unknown,Single Female,1,None/Unknown,1087
35-44,U,15-24K,Unknown,Single Male,1,None/Unknown,1088
45-54,A,75-99K,Homeowner,2 Adults No Kids,2,None/Unknown,1089
65+,U,50-74K,Unknown,2 Adults No Kids,2,None/Unknown,1090
45-54,A,75-99K,Homeowner,2 Adults No Kids,2,None/Unknown,1091
19-24,U,Under 15K,Unknown,Unknown,1,None/Unknown,1092
35-44,A,200-249K,Homeowner,2 Adults No Kids,2,None/Unknown,1093
45-54,A,75-99K,Homeowner,2 Adults Kids,5+,3+,1094
25-34,A,100-124K,Renter,1 Adult Kids,4,2,1095
45-54,A,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown,1096
35-44,B,125-149K,Unknown,Single Female,1,None/Unknown,1097
45-54,U,150-174K,Unknown,2 Adults Kids,3,1,1098
45-54,U,50-74K,Homeowner,Unknown,1,None/Unknown,1099
45-54,A,25-34K,Renter,2 Adults No Kids,2,None/Unknown,1100
65+,A,Under 15K,Homeowner,2 Adults No Kids,2,None/Unknown,1101
55-64,B,Under 15K,Homeowner,2 Adults No Kids,2,None/Unknown,1102
35-44,A,50-74K,Homeowner,2 Adults Kids,3,1,1103
45-54,U,Under 15K,Unknown,Single Female,1,None/Unknown,1104
45-54,A,75-99K,Homeowner,2 Adults No Kids,2,None/Unknown,1105
45-54,A,50-74K,Homeowner,2 Adults Kids,3,1,1106
55-64,A,50-74K,Homeowner,Single Female,2,None/Unknown,1107
45-54,U,50-74K,Homeowner,Unknown,1,None/Unknown,1108
55-64,A,25-34K,Homeowner,2 Adults No Kids,2,None/Unknown,1109
45-54,B,150-174K,Homeowner,Single Female,1,None/Unknown,1110
25-34,A,Under 15K,Homeowner,2 Adults No Kids,2,None/Unknown,1111
55-64,A,150-174K,Homeowner,2 Adults No Kids,2,None/Unknown,1112
45-54,A,50-74K,Homeowner,2 Adults Kids,3,1,1113
35-44,A,50-74K,Homeowner,2 Adults Kids,3,1,1114
55-64,A,100-124K,Unknown,2 Adults No Kids,2,None/Unknown,1115
19-24,U,35-49K,Homeowner,2 Adults No Kids,2,None/Unknown,1116
25-34,A,15-24K,Homeowner,Single Female,2,None/Unknown,1117
45-54,U,50-74K,Unknown,Unknown,1,None/Unknown,1118
45-54,A,50-74K,Homeowner,2 Adults Kids,4,2,1119
35-44,B,Under 15K,Renter,2 Adults Kids,4,2,1120
55-64,A,150-174K,Homeowner,2 Adults No Kids,2,None/Unknown,1121
35-44,A,175-199K,Homeowner,2 Adults No Kids,2,None/Unknown,1122
55-64,A,15-24K,Unknown,Single Female,2,None/Unknown,1123
19-24,A,15-24K,Homeowner,2 Adults No Kids,2,None/Unknown,1124
25-34,A,35-49K,Homeowner,2 Adults Kids,3,1,1125
45-54,A,35-49K,Homeowner,2 Adults Kids,3,1,1126
35-44,B,125-149K,Unknown,Single Female,1,None/Unknown,1127
25-34,U,75-99K,Unknown,2 Adults Kids,3,1,1128
45-54,U,25-34K,Homeowner,Single Female,1,None/Unknown,1129
55-64,U,25-34K,Renter,2 Adults Kids,3,1,1130
45-54,B,50-74K,Homeowner,2 Adults Kids,3,1,1131
45-54,A,75-99K,Homeowner,Unknown,3,1,1132
45-54,U,35-49K,Unknown,Single Male,1,None/Unknown,1133
25-34,A,35-49K,Homeowner,2 Adults Kids,5+,3+,1134
45-54,U,50-74K,Unknown,Unknown,2,1,1135
35-44,U,35-49K,Unknown,2 Adults Kids,3,1,1136
65+,B,35-49K,Homeowner,Single Male,1,None/Unknown,1137
35-44,U,15-24K,Unknown,2 Adults No Kids,2,None/Unknown,1138
35-44,U,35-49K,Unknown,Single Female,1,None/Unknown,1139
25-34,U,100-124K,Unknown,Single Female,1,None/Unknown,1140
45-54,A,250K+,Homeowner,2 Adults No Kids,2,None/Unknown,1141
45-54,A,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown,1142
25-34,A,35-49K,Homeowner,2 Adults No Kids,2,None/Unknown,1143
35-44,A,35-49K,Homeowner,2 Adults No Kids,2,None/Unknown,1144
35-44,U,150-174K,Unknown,2 Adults No Kids,2,None/Unknown,1145
35-44,B,35-49K,Homeowner,1 Adult Kids,4,3+,1146
19-24,U,25-34K,Unknown,2 Adults No Kids,2,None/Unknown,1147
55-64,A,50-74K,Homeowner,Unknown,2,None/Unknown,1148
25-34,U,50-74K,Unknown,Single Female,1,None/Unknown,1149
45-54,U,175-199K,Unknown,Single Female,1,None/Unknown,1150
45-54,U,Under 15K,Probable Renter,Single Male,1,None/Unknown,1151
19-24,U,35-49K,Unknown,Single Female,1,None/Unknown,1152
25-34,U,Under 15K,Unknown,2 Adults Kids,5+,3+,1153
45-54,A,35-49K,Homeowner,Unknown,2,None/Unknown,1154
65+,U,15-24K,Unknown,Single Female,1,None/Unknown,1155
35-44,A,75-99K,Homeowner,2 Adults Kids,5+,3+,1156
19-24,U,250K+,Unknown,Single Female,1,None/Unknown,1157
45-54,U,15-24K,Homeowner,2 Adults No Kids,2,None/Unknown,1158
45-54,A,15-24K,Homeowner,2 Adults No Kids,2,None/Unknown,1159
65+,U,35-49K,Homeowner,Single Female,1,None/Unknown,1160
35-44,A,75-99K,Homeowner,2 Adults Kids,5+,3+,1161
45-54,A,35-49K,Homeowner,2 Adults Kids,5+,3+,1162
35-44,U,Under 15K,Unknown,Unknown,1,None/Unknown,1163
25-34,U,15-24K,Unknown,Single Male,1,None/Unknown,1164
25-34,U,35-49K,Unknown,Single Female,1,None/Unknown,1165
45-54,A,125-149K,Homeowner,2 Adults Kids,3,1,1166
35-44,U,50-74K,Homeowner,2 Adults Kids,4,2,1167
45-54,U,25-34K,Unknown,Single Female,1,None/Unknown,1168
19-24,A,15-24K,Homeowner,2 Adults No Kids,2,None/Unknown,1169
45-54,A,75-99K,Homeowner,Unknown,3,1,1170
35-44,A,50-74K,Renter,2 Adults Kids,4,2,1171
25-34,B,50-74K,Unknown,Single Male,1,None/Unknown,1172
45-54,A,75-99K,Homeowner,2 Adults Kids,5+,3+,1173
25-34,U,Under 15K,Unknown,2 Adults Kids,5+,3+,1174
25-34,A,50-74K,Homeowner,Single Female,2,None/Unknown,1175
45-54,A,75-99K,Homeowner,2 Adults No Kids,2,None/Unknown,1176
45-54,U,25-34K,Homeowner,2 Adults No Kids,2,None/Unknown,1177
45-54,U,15-24K,Unknown,Single Female,1,None/Unknown,1178
35-44,A,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown,1179
45-54,U,50-74K,Homeowner,Unknown,1,None/Unknown,1180
35-44,A,35-49K,Homeowner,2 Adults Kids,3,1,1181
45-54,U,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown,1182
45-54,A,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown,1183
45-54,U,15-24K,Unknown,1 Adult Kids,2,1,1184
45-54,U,50-74K,Unknown,Unknown,1,None/Unknown,1185
45-54,A,50-74K,Homeowner,1 Adult Kids,5+,3+,1186
19-24,A,15-24K,Homeowner,2 Adults No Kids,2,None/Unknown,1187
45-54,U,35-49K,Renter,Unknown,1,None/Unknown,1188
45-54,A,15-24K,Homeowner,1 Adult Kids,3,1,1189
25-34,U,35-49K,Homeowner,2 Adults No Kids,2,None/Unknown,1190
45-54,U,15-24K,Unknown,Single Female,1,None/Unknown,1191
25-34,A,50-74K,Homeowner,2 Adults Kids,3,1,1192
35-44,A,100-124K,Unknown,2 Adults Kids,3,1,1193
25-34,U,35-49K,Unknown,Single Female,1,None/Unknown,1194
35-44,U,Under 15K,Homeowner,2 Adults No Kids,2,None/Unknown,1195
45-54,U,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown,1196
35-44,A,150-174K,Homeowner,2 Adults No Kids,2,None/Unknown,1197
45-54,U,Under 15K,Homeowner,2 Adults No Kids,2,None/Unknown,1198
55-64,A,50-74K,Homeowner,1 Adult Kids,5+,3+,1199
25-34,U,75-99K,Homeowner,2 Adults No Kids,2,None/Unknown,1200
19-24,U,25-34K,Unknown,Single Female,1,None/Unknown,1201
25-34,B,50-74K,Homeowner,Single Male,1,None/Unknown,1202
19-24,A,15-24K,Homeowner,2 Adults Kids,3,1,1203
35-44,U,Under 15K,Homeowner,2 Adults Kids,4,2,1204
25-34,A,25-34K,Homeowner,2 Adults Kids,3,1,1205
45-54,U,50-74K,Unknown,2 Adults No Kids,2,None/Unknown,1206
35-44,A,125-149K,Homeowner,2 Adults Kids,5+,3+,1207
65+,A,50-74K,Probable Renter,Single Female,2,None/Unknown,1208
45-54,A,75-99K,Homeowner,2 Adults No Kids,2,None/Unknown,1209
45-54,A,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown,1210
55-64,A,175-199K,Homeowner,2 Adults No Kids,2,None/Unknown,1211
25-34,U,35-49K,Unknown,1 Adult Kids,3,2,1212
45-54,U,35-49K,Unknown,2 Adults No Kids,2,None/Unknown,1213
19-24,U,50-74K,Unknown,Single Female,1,None/Unknown,1214
25-34,A,Under 15K,Homeowner,Single Male,2,None/Unknown,1215
45-54,A,125-149K,Homeowner,2 Adults No Kids,2,None/Unknown,1216
